X1,X2,X3,X4,X5,Y
56,21,-50,-31,56,1
-18,59,44,44,-64,1
80,-28,-73,98,76,1
11,-10,-58,-49,-66,0
-40,52,52,-96,-58,0
25,-63,78,-50,-80,0
71,-7,9,-39,-47,0
-9,78,61,-4,-68,1
12,-70,-79,-26,84,0
-94,-11,-58,-38,-50,0
-58,20,92,-99,-63,0
63,-48,70,-18,10,1
-96,93,-96,87,95,1
28,-90,-22,-46,87,0
66,-100,-19,-68,46,0
54,21,93,-93,-95,0
45,87,-84,-30,8,1
48,20,39,12,11,1
83,24,67,-73,-98,1
69,-30,-83,-51,-84,0
-84,-11,-4,20,-69,0
-34,-79,-18,79,20,0
38,26,-31,6,99,1
-53,-78,83,82,82,1
-62,-25,-78,23,-39,0
-85,-11,-9,-32,16,0
41,99,52,-81,-7,1
-85,50,48,91,-82,1
10,-97,43,20,-75,0
-52,60,-28,16,-22,0
93,33,-28,-70,49,1
-82,-13,70,-96,29,0
-24,53,92,77,-35,1
31,53,-68,-16,63,1
-42,93,-81,71,2,1
