X1,X2,X3,X4,X5,Y
-36,-13,84,-57,-59,0
40,-58,-25,-100,-84,0
39,-61,28,-93,68,1
40,55,4,-4,62,0
82,78,-55,-80,-19,0
42,25,56,-29,11,0
-33,-100,-36,-12,-14,0
-46,-26,21,70,92,0
-59,-18,47,48,39,0
32,-24,-50,96,29,0
-9,-59,89,15,86,1
73,-29,77,72,16,1
-68,-92,20,-6,23,1
64,-65,86,60,-60,1
85,93,69,6,15,1
-77,11,38,19,-24,0
-11,66,-2,-62,71,0
64,40,89,9,87,1
26,-91,-99,1,78,0
-55,-54,-90,21,3,1
-19,-29,98,90,-20,1
73,-62,-35,22,-94,1
-46,70,-75,-17,-41,0
-81,-29,87,-49,-53,1
72,-43,-49,66,61,0
47,-35,33,-41,87,1
-80,88,-62,34,-29,0
70,-65,9,-55,3,0
-41,-11,-2,75,90,0
-89,-6,100,74,-54,0
83,19,49,68,-62,0
53,89,95,70,8,0
-76,-10,15,12,-2,0
54,24,-12,-7,-73,0
1,44,44,-18,94,0
